label,data
arq,راك متأكد بلّي توم ماشي هو اللي دار هاذ الشي؟
arq,باغي تقول بلّي نتا ما كتبتش هاذا؟
arq,بوسطن ماشي كيما شيكاڤو ڤاع.
arq,.Busṭun maci gaɛ kima Cikagu
arq,بوسطن ماشي ڤاع كيما شيكاڤو.
arq,رجّعلي سْتِيلُويَا.
arq,اللي راه باغي يجي راه معروض.
cmo,មាច់កាប់គ៝ប់។
cmo,ព្យាង់ខែតហើយ។
cmo,គ៝ប់ងក្រីត ថ៝ម។
cmo,លិចគែសអោស។
cmo,លិចគែសទាក។
cmo,ម្វាយ ឞារ ពែ ព្វាន់ ព្រាម់ ព្រាវ ពើស ផាម ឆឹន ជឹត។
cmo,លេងលាង!
cmo,ញជ្រាង់!
cmo,ឞ្រើលងាន់!
dng,Xуан-ин чинлэ Татоэба!
dng,Вә бәщён чў щүәтон.
dng,Вә бущихуан кафый.
dng,Нисы сый?
dng,Вәсы тракторист.
dng,Вә мәю гу.
dng,Вә мәю мо.
dng,Вә чў гунүан.
dng,Вә җё джэк.
egl,A 'gh vôl 'd'la pasiĵnsia!
egl,A 'gh vôl pasiĵnsia.
egl,Cme as dis...?
egl,Cme as dis?
egl,Al manca un curtèl.
egl,L'è mìa mej d'un lêder.
egl,Al còsta dû euro.
egl,Irene bsa un quintêl.
egl,Csa fê-t st'istê?
frm,"Un, deus, trois, catre, cinc, sis, set, uit, nuef, dis."
frm,Mon espee est ma vie.
frm,Je vueil sçavoir quant s'en va le conseil commencer.
frm,Tom veult estre fort.
frm,Elle lui baisa la joe.
frm,"Et soubdain, en plain cuer de la nuit, vint a mes oreilles ung son cler, retentissant et non confundable."
frm,Les asnes sont gris.
frm,Elle ne soupe point.
frm,« C'estoit vostre ydee. » « Je le sçay. »
ldn,Báa násholan ne?
ldn,Thom wothalehal wowith wa.
ldn,Thom wothal wohu wa.
ldn,Di le shadonenal wa.
ldn,Yide rul letho wa.
ldn,Eril ham ra with miwitheha wa.
ldn,Eril ham ra with miwitheha wáa.
ldn,Ne wothal worul wa.
ldn,Melaya luhili letha i netha; hesho ra letha wi.
lou,Mo gin va a l'twalet-la.
sah,Кыра оҕо дьиэҕэ кэлбитэ дуо?
sah,Миэхэ телефоннаабыт.
sah,Ол сидьиҥ куобах этэ.
sah,Бу саҥа хаартыска дуо?
sah,Иллэҥ буоларбын билбэтим.
sah,Онуоха дылы микрофон тоҕо эрэ үлэлээбэт этэ.
sah,Аныаха дылы микрофон тоҕо эрэ үлэлээбэт этэ.
sah,Манна көмпүүтэрдэр баар.
sah,Манна кинигэлэр баар.
sco,A gied him twa pund.
sco,A wee drap ile and a wee bit breid.
sco,"Na, it wisna you A wis talkin tae."
sco,Whit's thon ?
sco,Whit like
sco,Jist rare.
ang,"Þa on þam þriddan dæge, þa hie þa dune gesawon þær þær hie to scoldon to ofsleanne Isaac, þa cwæð Abraham to þam twam cnapum þus:"
ang,"Anbidiað eow her mid þam assum sume hwile. Ic and þæt cild gað unc to gebiddenne, and we siððan cumað sona eft to eow."
ang,"Abraham þa het Isaac beran þone wudu to þære stowe, and he self bær his sweord and fyr."
ang,Isaac þa ascode Abraham his fæder:
ang,"Fæder min, ic ascie hwær seo offrung sie; her is wudu and fyr."
ang,"Him andwyrde se fæder, 'God foresceawað, mine sunu, him self þa offrunge.'"
ang,"Hie comon þa to þære stowe þe him gesweotolode God, and he þær weofod arærde on þa ealdan wisan, and þone wudu gelogode swa swa he hit wolde habban to his suna bærnette siððan he ofslægen wurde."
ang,"He geband þa his sunu, and his sweord ateah, þæt he hine geoffrode on þa ealdan wisan."
ang,"Mid þam þe he wolde þæt weorc beginnan, þa clipode Godes engel arodlice of heofonum, 'Abraham!' He andwyrde sona."
bak,Халыҡ-ара ҡатын-ҡыҙҙар көнө менән!
bak,"Ҡатын алһаң — ҡотон ал, йылҡы алһаң — йәнен ал."
bak,"Уйынсының бер генә шашкаһы һәм дамы ҡалмаһа йәки улар бикләнеп ҡуйылған булһа, ул уттарҙы тигән һүҙ."
bak,"Шашкадарҙы төрлө юлдар менән һуғып булған осраҡта, уйынсы ҡаршы яҡтың иң күп шашкаһын — ябай шашкадарҙымы, дамҙарҙымы — һуға торған йөрөштө һайлап алырға тейеш."
bak,"Торбаһы ҡыйыш, төтөнө шыйыҡ."
bak,Бында эсә алмайһың.
bak,Томның бай булғанын төшөндөм.
bak,Оседжи теле менән таныш һуңгы кеше ике мең бишенсе йылда вафат була.
bak,Ташбаҡаларның тештәре юҡ.
bod,ཁྱེད་རང་སྐུ་ཁམས་བཟང་ངམ།
bod,ང་ཚོའི་ངོ་ཤེས་པ་དེ་ཕ་རི་སི་ལ་འབྱུང་མ་སོང་།
bod,ང་ཚོ་ལོག་འགྲོ་དགོས།
bod,མོའི་ལག་པ་ལ་ཅི་ཞིག་འདུག།
bod,འདིར་རྐྱལ་རྒྱབ་ཆོག་གི་མ་རེད།
bod,མོ་རང་གི་སེན་མོ་དམར་མོ་རེད།
bod,ཏོམ་པགས་པ་ནག་པོ་འདུག།
bod,ང་ཚོའི་ལས་ཁུངས་ལ་ཐ་མག་མ་འཐེན་པའི་ཁྲིམས་སྲོལ་ཅིག་ཡོད་རེད།
bod,ཁྱེད་རང་ག་རེ་བྱས་ནས་རླུང་ལང་སོང།
cat,Benvingut a Tatoeba.
cat,Benvinguda a Tatoeba.
cat,Qui són aquestes persones?
cat,El seu pare es japonès.
cat,Tu coneixes al senyor Brown?
cat,El món és un lloc perillós.
cat,Sempre n'hi ha molta gent a la biblioteca.
cat,L'esmorzar es l'àpat més important del dia.
cat,Pare és una bona persona.
cmn,脚踏两条船，必定落空。
cmn,我从来不认为安逸和享乐是人生本来的目的。
cmn,我選這個主題是因為我覺得它很有意思。
cmn,這是一個東方的概念，用西班牙語不太好解釋。
cmn,我很喜歡看韓國的電視劇。
cmn,那猫没死。
cmn,我曾经在波士顿上学。
cmn,晚餐准备好了。
cmn,请好好的把我的话给听完。
dtp,Otumbayaan ku diya.
dtp,Siongoi oku patai maya di Getter Jaani.
dtp,Olombon oku kopio.
dtp,Nokuro?
dtp,Moi oku odop no koti.
dtp,Haro no korita nu?
dtp,Kosorou ko' nangku doho?
dtp,Mugad oku do baino.
rue,Остало там дакус меса.
rue,Наютре Крачун.
rue,То кнїжка.
rue,То тека.
rue,То стол.
sot,Burj Khalifa ke mohaho o motelele ka ho fetisisa lefatséng.
sot,Burj Khalifa e sa le ona feela mohaho o motelele ka ho fetisisa lefatséng.
tat,Täwbä qılu saflanu kamil bulğan mizgeldä başlana.
tat,"Наполеонның да, мистер Пилкингтонның да өстәлгә берьюлы карга уен тузын ыргытуы бу дулкынлануга сәбәп булды шикелле."
tat,Кайчан керешәбез?
tat,Кайчан тотынабыз?
tat,Кайчан китәбез?
tat,Мария әтисен шәһәр идарәсендә эшли дип әйтте.
tat,Мәхәббәт көне — Гөрҗистан Республикасындагы дөньяви бәйрәм.
tat,Мәхәббәт көне ел саен 15 апрель көнне билгеләп үтелә.
tat,Мәхәббәт көнен билгеләп үтү Гөрҗистанның тамаша эшмәкәрләре инициативасына бәйле.
tly,Bə mı ağıl mədə!
tly,Az ıştı hamsüəm.
tly,Mınış jəşe.
tly,Əv vişədə azmiş bə.
tly,Akış karde.
tly,Həşi bebəşe.
tly,Ali məktəbış sə ka.
tly,Penə anq dijəydə.
tly,Jinə anq dijəydə.
udm,Ӟечбур.
udm,Ӟечбуресь.
udm,Выль ӵукнаен!
udm,Ӟеч нуналэн.
udm,Бур ӝытэн.
udm,Бур ӵукнаен.
udm,Кыӵе ужъёсты?
udm,Кызьы улӥськоды?
udm,"Тау, номыр ӧвӧл!"
yue,你冇話到俾其他人聽㗎可？
yue,我淨係同咗你講咋。
yue,我冇話到俾其他人聽。
yue,你係咪嚟㗎？
yue,你嚟唔嚟㗎？
yue,你嚟唔嚟嘅唧？
yue,咁你啫係嚟唔嚟嘅唧？
yue,我去嗰幾間書局全部都冇我想要嗰本書。
yue,我心情好靚。
dtp,"Nunu komoyon ""Tatoeba""?"
fuc,Yalla qokkur ɓe jam!
fuc,Henndu no waɗii.
fuc,Miɗo jaangaa.
fuc,Miɗo ngulaa.
fuc,Jaangol waɗii.
fuc,No jaangini.
fuc,No wuli.
kha,Nga hap ban leit sha ka painkhana.
kha,Nga don u paralok.
kha,Nga don ka paralok.
kha,Nga don i paralok.
kha,Kumno phi tip u Tom u don hangto?
kha,Kumno me tip u Tom u don hangto?
kha,Balei?
kha,Baleh aiu?
kha,Ka dukan ka khang lashai.
lvs,Tomo spektos.
lvs,Toms nekad nav bijis jauns.
lvs,Tās bija vecās labās dienas.
lvs,Tomam bija pašas absurdākās idejas.
lvs,Jauns un šarmants džentlmenis piedāvāja man konfekti.
lvs,Šis stāsts ir vecs kā pasaule.
lvs,Marijai bija gripa.
lvs,Lūdzu nerunājiet par Krievu kartupeļu salātiem! Esmu ļoti izsalcis.
lvs,"Vai man vajadzētu nogriezties pa kreisi, pa labi, jeb doties taisni?"
nan,Lèu kiá dịgŏ?
nan,Lèu miān mitgāi?
nan,Uà sí Diōjiunāng.
nan,Lèu gāi dịdiang?
nan,Kuăilāk sí mitgāi?
nan,Dó Hānggok nạng dăn mitgāi uẹ?
nan,厝漏閣抵著透暝雨。
nan,我昨暗睏十一點鐘久。
nan,阮阿叔有去過芬蘭。
nds,Ik wull danzen.
nds,Ik äät keen Fisch.
nds,Ria hett en Bammel vör Hunnen.
nds,Ria wöör krank.
nds,Ria wahnt in Kairo.
nds,Wi vertellt us oft Geschichten.
nds,"Jo, Tom, du hest woll recht."
nds,Ria teek en Huus un en Boom.
nds,"Tom sä, Ria harr toveel to doon, üm us to helpen."
ota,ظلمیله آباد اولانڭ آخری برباد اولور.
ota,آدم قوتلو در.
ota,او بر صندالیه در.
ota,او بر قوش در.
ota,چوجقلر حياتمزڭ چيچكلرى در.
ota,وقت ناكیتدر.
ota,اصالت بویده دگل صویده، اینجه لك بلده دگل دیلده، طوغریلق سوزده دگل اوزده، گوزللك یوزده دگل یوركده اولور.
ota,موتلو بر قیز دگلدم.
ota,قیزده بونی گوردی.
sme,"Bill, jus don boađát mu fárrui, don nai govddut."
sme,Mus leat ollut girjjit.
sme,Son ráhkista nieiddaid.
sme,Oidnen maiddái Niillasa.
sme,Oidnen maid Niillasa.
sme,Goas don fas boađát?
sme,Moai goasii báziime busses
sme,Danne mon ráhkistan du
sme,Muhto manne?
uig,كىم ئىكەن دېسەك، سىز ئىكەنسىز_دە!
uig,مەن ئۇنىڭ پاقا يەيدىغانلىقىنى ئاڭلىدىم.
uig,ئۇ قاراڭغۇلىقتىن پايدىلىنىپ قاچماقچى بولدى.
uig,ئۇ لۆڭگىدە ھۆل چېچىنى سۈرتتى.
uig,سەن ماڭا تولىمۇ ئاق كۆڭۈللۈك قىلدىڭ.
uig,ئازىراق خاتالىقنى ھېسابقا ئالمىغاندا ،ماقالىڭىز ئېسىل چىقىپتىكەن.
uig,ئامالنىڭ بارىچە تېز كېلىڭ.
uig,ئۇ كەتكىلى خېلى ۋاقت بولدى.
uig,بۇ سالام خەتلەرنى قەيەردىن يوللىيالايمەن؟
urd,وہ رو پڑا۔
urd,میں اج رات کو اسے فون کروں گا۔
urd,میرے خیال سے عام زندگی جینا بہت اچھی بات ہے۔
urd,تمہارا دشمن کون ہے؟
urd,یہ کس طرح کی پنچھی ہے؟
chr,ᎭᏫᏂᏗᏢ ᏡᎬ ᏗᎦᏍᎩᎶ.
chr,ᏥᎪᏘ ᎤᏁᎦ ᎤᎵᏑᏫᏒ ᏢᏓᏥ.
chr,ᎤᏒᎯ ᎦᏓᏬᏍᎬ.
chr,ᏧᎸᏉᏗ ᏗᎧᏃᎩᏍᏗ ᎠᎩᏥ.
chr,ᎠᏂᏔᎵ ᏪᏌ ᎬᎩᎧᎭ.
chr,ᎪᎳ ᏂᏓᎦᎵᏍᏓᏂ.
chr,ᎭᏢ ᏔᏕᏠᏆ?
chr,ᎦᏍᎩᎶ ᏒᎦᏔ ᎤᏝᏅ.
chr,ᎧᏅᏑᏢ ᏩᏯ ᎠᎨᏴ.
ckt,Нымкъэв варкыт пипиӄылгыт эмнуӈкы?
ckt,Нымкъэв варкыт риӄукэт эмнуӈкы?
ckt,Ӈанӄэн ръэнут вытрэтыркын?
ckt,Миӈкы варкын тургин гыннэгран?
ckt,Тъэр турык ельаргыт?
ckt,Микынти нымигчирэтӄинэг гыннэграк?
ckt,Миӈкри нытваӄэнат ельаргыт?
ckt,Мури мытрэлӄынӈыркын ын ныӈыттыбригадагты.
ckt,Гыт мыгмъэмильигыт?
dws,n aql
dws,kytax e pred
dws,kytax e enid
dws,w do i sipo kos
dws,w do i u sipo kos
dws,j ybixy l zoes
dws,g ybixy wi zoesz
dws,c e paso
dws,j h 2 fra
hrv,"Budi pažljiva: mi pišemo narodnosti, dane u tjednu i jezike velikim slovom u engleskome."
hrv,"Budi pažljiv: mi pišemo narodnosti, dane u tjednu i jezike velikim slovom u engleskome."
hrv,"Budite pažljivi: mi pišemo narodnosti, dane u tjednu i jezike velikim slovom u engleskome."
hrv,Soba je prazna.
hrv,Koliko je sati?
hrv,On će umrijeti.
hrv,"Dođeš li u Rio, nemoj me zaboraviti zvati da ti budem vodič."
hrv,Želim dečka.
hrv,"Dobro, ti to nemaš."
kin,Abajejwe umutegano bose mu gisagara bariko barakurondera.
kin,Muri ibibondo.
kin,Urakoze!
kin,Murakoze!
kin,Naguhaye igitabo.
kin,"Mbere yuko nibagirwa, nzakubwira."
kin,"Wigira isoni, mvugisha."
kin,"Wigira isoni, nganiriza."
kin,Mbwira izina ryawe.
koi,Олат-вылат.
koi,Здорово.
koi,Бур лун.
koi,Бур асыв.
koi,Бур рыт.
koi,Кыдз ни олат?
koi,Кыдз здоровьеныт?
koi,Адззисьлытӧдз.
koi,Адззисьлытӧдз!
lzh,不知也。
lzh,孰與君少長?
lzh,何不早言
lzh,法不加于尊
lzh,今朝有酒今朝醉。
lzh,視同無物
lzh,壯士，賜之卮酒。
lzh,凡為國之急者，必先禁末作文巧。
lzh,以吾一日長乎爾，毋吾以也!
nld,"Het is altijd mogelijk om een aanzienlijk aantal mensen te verenigen in liefde, zolang er andere mensen overblijven om hun agressieve uitingen te incasseren."
nld,Hij deed al wat hij kon in het belang van zijn kinderen.
nld,Hij wijdde zijn laatste levensjaren toe aan het schrijven van zijn autobiografie.
nld,Hij negeerde me opzettelijk toen ik hem op straat tegenkwam.
nld,Ze barstte uit in tranen van vreugde toen ze het nieuws hoorde.
nld,Hij besliste te stoppen met roken.
nld,Daarover zou je gelijk kunnen hebben.
nld,Je mag altijd mijn woordenboek gebruiken.
nld,Ze waren jong toen ze trouwden.
nog,Ногайлар конакты каймак катылган ногай шай ман йолыгадылар.
nog,"Аьдеттеги шай ишилип кутылган сонь, кой эт, сорпа, ювырт дегендей аслар ман зияпетлик этиледи."
urd,زیادہ تعجب کی کیا بات ہے؟
urd,اپ کا خط اس لفافے میں ڈالیں۔
urd,ناچ نہ جانے، آنگن ٹیڑھا!
urd,ہندوستان کی تاریخ بہت پرانی ہے۔
nog,"Ногайдынъ уьйинде конакпеш (конагуьй, конак боьлме) болады."
nog,Конак оьз наьсиби мен келеди.
nog,Атанънан уьйкен конак деп айтадылар халк арасында соьлеге дейим.
nog,"Бал бар Ахмет-каяда, оннан бизге не пайда?"
nog,Ногайлар бурынъгыдан алып коьшпели болып яшаганлар.
nog,"Калаларда эм авылларда конып яшаган ногайларга юрт ногайлары дегенлер, коьшпелилерге болса, улус ногайлары деп айтканлар."
nog,Эсиклер ябылады.
nov,"Zero, un, du, tri, quar, pent, six, set, ot, nin, dec."
nov,"Mey vun regno venir; mey on fa vun volio, com in siele anke sur tere."
nov,Venir dorse bald.
nov,Kel esed mal cuniclete.
nov,Lo serchad les ye pent hores.
nov,"Esed somber nocte, ye nul lune."
nov,La donar lo horlojete.
nov,Lo promised me ke lo vud venir an quar clok.
nov,Ob vu haver programe?
roh,Sami said his house was haunted.
roh,La Lia Rumantscha è l’organisaziun da tetg da tut las Rumantschas e tut ils Rumantschs. Ella vul promover a moda durabla la lingua e cultura rumantscha.
roh,Il Portugais Vasco da Gama ha scuvert la via maritima che maina dal Portugal enturn il continent da l’Africa en l’India.
roh,Quests artitgels sa sprovan da preschentar l'istorgia da la lingua rumantscha.
roh,Spert e bain d'inrer cha vain.
roh,In ün di nu's dvainta maister.
roh,Umauns sainza umur sun erva sainza flur.
roh,Glieud ed ora as stu piglier scu cha sun.
roh,"Chi chaunta da sted, lavura d'inviern."
shy,Matta isem-nek?
shy,Matta isem-nem?
shy,A neč a ḥaṣṣleɣ-ak-t-id.
shy,Sili-yay-d aman ad sweɣ!
shy,Issily-as ad isew.
shy,Nɣ-it daxel Ibir.
shy,Ad yečat s terreṣaṣt.
shy,"Arah, ne čur senjuseɣ ca Ibir n leɛrac."
shy,A nessili-t-id.
tuk,Halkara aýal-gyzlar baýramyňyz gutly bolsun!
tuk,Sen nirede?
tuk,Pyşbagalaryň dişleri ýok.
tuk,Kitaplar nirede?
tuk,Onuň ýigrimi çagasy bar.
tuk,"Eger bir düwmä bassaň, ýa sen sagaljak, ýa sen öljek."
tuk,Tom örän ýaş.
tuk,Biz häli ýagşy.
tuk,Ol bir ýyldan gowrak wagt boldy.
bjn,Apa habar?
bjn,Ngaran ulun Tom.
bjn,"Asa, dua, talu, ampat, lima, anam, pitu, walu, sanga, sapuluh."
bjn,Tarima kasih!
bjn,Kada.
crh,Qırımda bu ayvanlar daa qıymetli sayıla ediler.
crh,Qırımda eki örkeçli develer bar edi.
crh,"Ayaqqapcılıq, tericilik ve toqumacılıq qıymetli ediler."
crh,Develerniñ yeri ayrı sayıla edi.
crh,Tatam keldi.
crh,Qartbabam keldi.
crh,Otuz yıl keçti.
crh,Qartbabam yetmiş yaşında.
crh,Onı qurşunğa tizdiler.
fin,Hänellä on outo nimi.
fin,Kuinka kauan tämä kylmä sää kestää?
fin,Minusta sinun pitäisi mennä parturiin.
fin,He haluavat auttaa meitä.
fin,Tomi tuli sisään koputtamatta.
fin,Tomi puhuu täydellistä italiaa.
fin,Siperia opettaa.
fin,Ei sisäänkäyntiä!
fin,Usko minua.
pan,ਕੀ ਤੈਨੂੰ ਪੈਸੇ ਚਾਹੀਦੇ ਹਨ?
pan,ਟੌਮ ਮੈਰੀ ਦੇ ਨਾਲ ਨਹੀਂ ਸੀ।
pan,ਓਹ ਸਕ੍ਰਟ ਲੰਬੀ ਹੈ।
pan,ਇਹ ਬਕਸਾ ਭਾਰਾ ਹੈ।
pan,ਮੈਨੂੰ ਲਗਦਾ ਹੈ ਟੌਮ ਦੀ ਲੱਤ ਟੁੱਟੀ ਹੋੲੀ ਹੈ।
pan,ਟੌਮ ਦੀ ਬਿਸਤਰੇ ਮੌਤ ਹੋ ਗੲੀ।
pan,ਤੁਹਾਡਾ ਜਨਮਦਿਨ ਕਦੋਂ ਹੈ?
pan,ਤੁਸੀਂ ਇਥੇ ਆਣਾ ਪਸੰਦ ਕਰਦੇ ਹੁੰਦੇ ਸੀ।
pan,ਬੱਤੀ ਜਗਾ ਦਿੳੁ ।
tir,ጽሟቅ ብርቱካን ብመምጸዪ ገይረ መጽየ።
tir,ጽማቕ ኣራንሺ ብመምጸዪ ገይረ መጽየ።
tir,ኩሉ ይሓልፍ፡ ፍቕሪ ይተርፍ።
tir,ካብ ዘይትፈልጦ መልኣኽ ትፍልጦ ሸይጣን።
tir,ካብ ዘይትፈልጦ ሸይጣን እትፈልጦ ሸይጣን።
tir,ከንደይ ትውደአ ስርሕካ?
tir,ኣነ ካብ ካናዳ አየ።
tir,ኣነ ተማሃሪ አየ።
tir,ንሳ እንግሊዝ ብትኽክል ትዛረብ
tlh,lotlhwI'pu' wIjey.
tlh,ghaytan yajHa'lu'pu' neH.
tlh,bop'eghbogh vum jIH 'ej Hoch jInmolmeywIjvaD pongwIj vIpong.
tlh,DaHjaj qo'Daq chalqach bu'rIj HalIyva tIn law' Hoch tIn puS.
tlh,cho'oy'moH 'e' yImev.
tlh,po jIbwIj vISay'moHbe'.
tlh,jIHvaD yInobHa'!
tlh,ba'taH loD qan.
tlh,bomtaH be'Hom Qup.
aze,Gün aydın!
aze,"Nə var, nə yox?"
aze,Hə.
aze,"Sabahınız xeyir, xanımlar vә cәnablar!"
aze,Sizә söz verirәm.
aze,Başınızdan çıxardın!
aze,Bürc Xəlifə hal-hazırda dünyada ən hündür göydələndir.
aze,Salam!
aze,Siz necəsiniz?
ksh,Sie opfert sich für ihre Kinder auf.
ksh,Nem blong mi Jack.
ksh,Watt soll dä Kwatsch?
ksh,"Et bliev nix, wie et wor."
ksh,"Et es, wie et es."
ksh,"Kenne mer nit, bruche mer nit, fott domet."
ksh,Et hät noch immer gjod jejange.
ksh,"Watt fott es, es fott."
ksh,Drinks de ene met?
kur,Min dît kuchikek sipî jump dikir ji ser dîwar.
kur,êdîhew jê hez dikim.
kur,Wî chê kir problemek.
kur,Chi buye bo ku tu dikenî wisa?
kur,Kesekî xist li derî .
kur,Di yekemîn cî de em divê bibînin rêyek der ji vê.
kur,Min dil heye baqij bikim kamera xwe.
kur,Chris kar girt wek malboyakar u karîbu peran hilîne.
kur,"Kilît di xilqê de ye, mêr got."
kzj,Ginovoon diau di Marta.
kzj,Songkuo no oubat do au zou nokokito dii.
kzj,Mositi kalati ko songkuo no agazo iti kobohingkangan dii.
kzj,Naavi no iti abaabazan.
kzj,"Titiongoi zou no, nga nohiivan ku no."
kzj,Napaasan no obingoodop ku.
kzj,"I kakadazan Tokyo nopo iho nga umohig kozo, ka dii."
kzj,Atantu no au ko tagal tumingkod diti haang.
kzj,Au oihaan i Tom do pisuvazan kol om karbon.
srp,Птица је на небу.
srp,Не судите да вам се не суди.
srp,"Ta tkanina nije iz Indije, zar ne?"
srp,Tom mi je rekao da treba da ostanem kući.
srp,Tomi je rekao da ne treba da razgovaram sa Meri.
srp,Tom mi je rekao da ne razgovaram sa Meri.
srp,Priča se da je ova kuća zaposednuta.
srp,Sedenje po ceo dan i gledanje u ekran računara je loše za tebe.
srp,Sedenje po ceo dan je loše za tebe.
tgk,Шоҳ мардуми худашро таъдид кард.
tgk,Он беш аз як сол пеш воқеъ шуд.
tgk,Баҳр ҷазираҳо дорад.
tgk,Том бисёр ҷавон аст.
tgk,Ман студент ҳастам.
tgk,"Пролетарҳои ҳамаи мамлакатҳо, як шавед!"
tgk,Дар бораи бегуноҳ будани ӯ тамоми аснодро дорам
tgk,Маймунхо боакланд.
tgk,"Агар тавонед, авфаш кунед, ӯ гуноҳ надорад."
tpi,Marija Luisa i mama bilong et pikinini.
tpi,Yu wok pinis moa olsem mi.
tpi,Pukpuk man i kaikai dok meri pinis.
tpi,Hamas tok i stap long Yurop?
tpi,Ol anis i gat ia?
tpi,Mi no gat pusi.
tpi,Mi no gat dok.
tpi,Mi no gat kar.
tpi,Mi no gat wilwil.
yid,טאם האט געהערט קומענדיגע טריט.
yid,איז דאס זיס?
yid,ווילסטו א ביסל צייט צו טראכטן וועגן עס?
yid,איך האף אז דו האסט עס ליב.
yid,ער שלאפט נישט.
yid,טאם האט געפלעגט מיר זאגן אז איך רעד צו פיל.
yid,איך האב געמיינט אז מ׳וועט זיין מער באקוועם דא.
yid,טאם איז בלינד.
yid,טאם האט געהאט פרייליכע קינדער-יארן.
zlm,Dia dah datang!
zlm,Apa kabhar?
zlm,Kat rumah ni.
zlm,Kita nak makan malam ini kat mana?
zlm,Kau pun sesak jugakah?
zlm,"Kalau kau merokok disini, pi lah luar!"
zlm,"Kalau terjatuh, pecah nanti lampu tu."
zlm,Takkan saja aku marah sangkakan semua pun saya marah juga.
zlm,"Kalau kau tak mau pinjamkan sama aku, aku pecah tu gelas!"
zsm,Saya tahu awak akan kata tak boleh.
zsm,Bukan salah saya.
zsm,Saya sibuk.
zsm,Saya cuba nak menterjemahkan dalam bahasa Melayu ke bahasa Kadazan.
zsm,"Hei, apa hal? ""Oh, takda hal."""
zsm,Aku bagilah.
zsm,Anda pasti tidak perlu skip langkah ini.
zsm,Dikatakan Tokyo adalah sebuah bandar yang sangat selamat.
zsm,Bosannya saya tertidur.
abk,Сара азба сакуеит.
abk,Сара ашә сфоит.
abk,Шьыжьбзиа!
abk,Сара акәац сфоит.
abk,Иуфазеи?
abk,Сыӡбалқәас рхы надырхәозеи аҧсуаа?
abk,Асааҭ шаҟоузеи?
abk,Иахьа шәахьоуп.
abk,Сара Лори сыхьӡуп.
ber,Mdel tawwurt.
ber,D acu ay d-nnan yeḍra?
ber,Ta ur telli ara seg leɛwayed n Tom.
ber,Yella kra ay ssefran ad t-gen azekka?
ber,Yella kra ay ssefrant ad t-gent azekka?
ber,Nezmer ad nessiwel deg Skype tameddit-a?
ber,Yella kra ay teffred fell-i.
ber,"Yella kra ay teffred fell-i, kečč."
ber,Axeddim-nsent d azriri n yinuẓar.
ext,"Cómu vá la cosa, Mike?"
ext,"Cómu andas, Mike?"
ext,"Cómu andamus, Mike?"
ext,"Cómu andamus, Tom?"
ext,"Cómu andas, Tom?"
ext,"Cómu vá la cosa, Tom?"
ext,Sí?
ext,Diga?
ext,Heu!
hau,Kule ya fito diga karkashin kujera.
hau,Yace yana jin yunwa ne kuma yanason zuwa gida don cin abinci dare.
hau,"Dawakai sunfi karnukka girma, amma kyanwowi sunfi karnukka zama kanana."
hau,Kasan abinda yakamata kayi?
hau,Kasan abinda kake bukata kayi?
hau,Barka da yamma.
hau,Ina so in sayi baƙa ne.
hau,Me yasa ba zaka sayi shuɗiya ba?
hau,Yau sanyi da sauƙi.
kjh,Хайди чуртапчазың?
kjh,Хайди чуртапчазыңар?
kjh,Хус тигірде пар.
kjh,Мин дее ӱгретӌі бін.
kjh,Іпекті чіпчем.
kjh,Син чіпчезін.
kjh,Ол чіпче.
kjh,Сірер чіпчезіңер.
kjh,Піс чіпчебіс.
mic,E’e!
mic,E'e.
mic,Kesalul.
mic,Kesalul!
mic,"Kesalul, Laurie!"
mic,Taluisi Henry.
mic,"Gwe', taluisi Tom!"
mic,Taluisi Tom.
pcd,Ch'Burj Khalifa ch'est actuellement ch'plus grande gratte-ciel dins ch'monne.
pcd,"Quan min pèr i fait del ratatoul, chest toudis mi qui toul."
pcd,Ch'étioit ech petit Frinchos qui vindot des nox al port ed teat.
pcd,J'buvos des grins verrs ed bièr.
pcd,Com quem o Tom brincou?
pcd,"Ch'n'est pas in g'va, ch'est in baudet."
pcd,I vaut miux ête sourd qu'd'intinde cha.
pcd,J'étos ichi preume.
pcd,Ch'jonnette sanne miroulle.
scn,Mi siddia.
scn,Chi su cammuriusi.
scn,Cristu arrivisciutu esti!
scn,"Oggi esti na bella iurnata, u suli è cauddu e u cielu gghiaru."
scn,"Cumpari, comu siti?"
scn,U figghiolu dissi cu tassì spariu nta nigghia.
scn,Mi fazzu a doccia na vota o' iornu.
scn,Iddu è cuntentu cu so travagghiu.
scn,Me zia avi tri picciriddi.
ton,Ko hai ho hingoá?
ton,Kātaki.
ton,Mālō ‘aupito!
ton,Mālō!
ton,Oku ke sai
ton,Oku 
ton,Oku ou 
ton,Fiefia ke fetaulaki mo koe.
ton,Fiefia ke fetaulaki mo kimoua.
yor,Agogo mejila ọsan.
yor,Mo ní ológbò méjì.
yor,Mi ò fẹ́ lọ sí ilé-ẹ́kọ́.
yor,Ta ni Emily?
yor,Ìwé kìí ṣe titun.
yor,Ó yà mí l'ẹ́nu.
yor,Ẹṣin jẹ́ funfun.
yor,Ẹṣin kìí ṣe funfun.
yor,Ẹṣin yìí jẹ́ funfun.
apc,3ende bsen w kalb. El-Bsen 2aswad w El-kalb 2abyaD.
apc,Ne7na shefna abyon elly byetir 3abra es-samaa2.
